SAP,NAME,ADDRESS,ZIPCODE,CITY,COUNTRY,PHONE,FAX,EMAIL,OBS,LINK
231024,WAKE FILM,OVERGADEN OVEN VANDET 96,1415,KOBENHAVN K - DANMARK,DK,4540857025,,,,
231025,Fund Banco Santander Cent. Hispano,"Avenida de América, 32",28028,MADRID,ES,,,,,
231026,PIERO CASTIGLIONI SRL,VIA PRESOLANA 5,20135,MILANO,IT,,,,,
231027,IHV 2001Inst.for Med.Microbiology Hygiene,Franz-Josef-Strauss-Allell,93053,REGENSBURG,DE,,,,,
231028,MARSH,MMC COMP SEDGWICK HOUSE,E1 8DX,SEDGWICK CENTRE - LONDON,GB,,,,,
231029,MOST PRODICTION OY LTD,SORVAAJANKATU 11A,810,HELSINKI,FI,,,,,
231030,LIVING ART IMPRESARIAT,"9, BOULEVARD MONTMARTRE",70002,PARIS,FR,,,,,
231031,REVUE NOIRE SARL,RUE CELS,75014,PARIS,FR,1439200,143229260,,,
231032,LAGOPLAST,"C/ Jose María de Pereda, 55",28017,MADRID,ES,91 407 43 21,91 407 43 21,,,
231033,UNIVERSITY OF GLASGOW,University Avenue,G128QQ,Glasgow,GB,0141 330 4764,,,,
231034,W KOHLHAMMER GMBH,"HESSBRUEHLSTR, 69",70565,D-STUTTGART,DE,,,,,
231035,"ELSEVIER SCIENCE LTDThe Boulevard,","Langford Lane, Kidlington",OX5 1GB,OXFORD,GB,,,,,
231036,LISSON GALLERY LONDON LIMITED,52-54 BELL ST. & 67 Lisson Street,NW1 5DA,LONDON,GB,,,,,
231037,AGENCE ARTISTIQUE CEDELLE,78 BLD MALESHERBES,75008,PARIS,FR,,,,,
231038,HAPAG-LLOYD GESCHÄFTSRREISE,AUSSINGER STR. 6,1277,DRESDEN,DE,,,,,
231039,PAXMAN MUSICAL INSTRUMENTS,"LINTON HOUSE, 164-180 UNION STREET",SE1 OLH,LONDON,GB,,,,,
231040,AURORA GARCIA GARCIA,"CALLE GEN. DIAZ PORLIER, 18 - 3º D",28001,MADRID,ES,,,,,
231041,DELON-BIBLIO LIBR JEAN-PAUL DELON,MARIGNY-SAINT-MARCEL,74150,LYON,FR,33450014605,33450014566,,,
231042,UNIVERSIDAD DEL PAIS VASCOSERVICIO EDITORIAL,P.O.BOX 1397--E48080 BILBAO,48080,Bilbao,ES,34946012226,,,,
231043,THOMAS LEARNER,"76, CICADA ROAD",SW18 2NZ,LONDON,GB,,,,,
231044,LISA JANET MULLANHGMP-RC,HIXTON,CB10 1SB,CAMBRIDGE,GB,,,,,
231045,ARTOTHEK,FENDT 4A  ZUM WERTESHOF,82380,PEISSENBERG,DE,,,,,
231046,WILLITON BOX CO.,Williton Industrial Estate,TA4 4RF,Williton -Somerset,GB,4.41985E+11,1984633050,,,
231047,BRAIN INNOVATION B.V.,Postbus 1142,6201 BC,MAASTRICHT,NL,,,,,
231051,IRC Conferences Bookings,21 Littledown Avenue,BH7 7AT,Bournemouth,GB,,,,,
231052,OXFORD TRAVEL AGENCY,59/60 HIGH STREET,OX1 4AT,OXFORD,GB,,,,,
231056,KGA-VERLAGS-SERVICE GMBH & CO. KG,HENRICH SCHÜTZ ALLEE 35,34131,DEUTSCHLAND,DE,,,,,
231062,AGENZIA VIAGGI A S T I SRL,"LUNGARINO PACINOTTI, 3/4",56126,PISA,IT,,,,,
231063,ISABEL SOCCOJA,106 BD JOURDAN,75014,PARIS,FR,,,,,
231066,CHARLES SHAW,"77 CURZON STREET, CALNE",SN11 0DW,WILTSHIRE - REINO UNIDO,GB,,,,,
231071,GIF EVASION AFAT VOYAGES,"31, Rue Alphonse Pécard",91190,GIF SUR YVETTE,FR,,,,,
231072,DONALD THIRIAR,"RUE DU PAGE, 90A",1050,BRUXELAS,BE,,,,,
231073,UELI WIGET,"BISMARCK 78 HD,",63065,OFFENBACH/MAIN,DE,,,,,
231074,HUERGA & FIERRO EDITORES,"24-BAJO C MURCIA,",28045,MADRID,ES,91 467 63 61,91 467 63 99,,,
231075,WYNAND VAN DE VEN,"PO BOX 1738, 1738",1111 AA,3000 DR ROTTERDAM,NL,,,,,
231076,FUNDACIÓN PEDRO BARRIÉ DE LA MAZA,"CANTÓN GRANDE, 9",15003,CORUNA,ES,0034 981 221525,0034 981 224448,,,
231081,HAFERKORN ASSOCIATES LTD,119 FLETCHER ROAD ROAD,W4 5AU,CHISWICK  -  LONDON,GB,,,,,
231082,GLORIA ISABEL RAMOS TRIANO,Calle Manuel de Cámara y Cruz,38009,Santa Cruz de Tenerife,ES,,,,,
231083,KOENIG ENSEMBLE LIMITED,5 CHURCH HILL,TN12 OAX,STAPLEHURST -  KENT,GB,,,,,
231084,MONS-MUSIQUES,JARDIN DU MAYEUR,7000,MONS,BE,,,,,
231085,NATIONAAL MUZIEKINSTRUMENTEN FONDS,"SINT ANNENSTRAAT, 12",1012 HE,AMSTERDAM,NL,,,,,
231086, ARDITTI QUARTET,"119 FLETCHER ROAD, CHISWICK",W4 5AU,LONDON,GB,,,,,
231091,SEVENTH ANTIBODY CONFERENCE,,SO16 6YD,SOUTHAMPTON,GB,,,,,
231092,USIT VOYAGES,"12, RUE VIVIENNE",75002,PARIS,FR,,,,,
231093,FITZWILLIAM MUSEUM PHOTOGRAPHIC,TTUMPINGTON STREET,CB2 1RB,CAMBRIDGE,GB,,,,,
231094,WILLCO WELLS B.V.,WG Plein  287,1054 SE,AMSTERDAM,NL,0031 20 685 0,0031 20 685 03 33,,,
231096,CHRISTIAN HERRMANN,LUTHERANLAGE 17,61169,FRIEDBERG - ALEMANHA,DE,,,,,
231097,FRANÇOISE LAYE,24 RUE CASTAGNARY,75015,PARIS,FR,,,,,
231098,NICOLETTA LONGO,"Viale di Villa Massimo, 24",161,ROMA,IT,,,,,
231099,DR. RAAB  & DR.BÖHM,"PLANKENGASSE, 7",1010,WIEN,AT,,,,,
231100,OLIVER IMPEY,Ashmolean Museum,OX1 2PH,OXFORD - ENGLAND,GB,,,,,
231101,YVES BADETZ,"1 Rue Berbier du Mets,",75013,Paris,FR,,,,,
231102,CARLO CERRI,"VIA COSIMO ROSSELLI, 16",50143,FIRENZE - ITALIA,IT,,,,,
231103,L'ESCAMPETTE EDITIONS,"8, RUE PORTE BASSE",33000,BORDEAUX,FR,,,,,
231104,JOHANN GEORG SCHAARSCHMIDT,"NEUMATTENSTR., 6",79102,FREIBURG - ALEMANHA,DE,,,,,
231105,FREDERIC HALBREICH,"RUE HENRI BERGÉ, 49",1030,BRUXELAS,BE,,,,,
231106,MARIA MANUEL LISBOA,"14, ST. MARK'S COURT NEWNHAM",CB3 9LE,CAMBRIDGE - UNITED KINGDOM,GB,,,mmgl100@cam.ac.uk,,
231107,EMOUVANCE,397 ROUTE DE LA BUISSONNA,84210, PERENES LES FONTAINES - AVIGNOM,FR,,,,,
231108,SARL LMD PRODUCTIONS,23 Rue Parmentier,93100,MONTREUIL,FR,,,,,
231109,SUSE GmbH-THE LINUX EXPERTS,Schanzäckerstrasse 10,90443,Nürnberg,DE,+49 911 740 5,+49 911 741 77 55,suse@suse.de,,
231110,MATTHEW PARTRIDGE,ADMIRALITATSTRASSE 74,20459,Hamburg,DE,40373447,,,,
231111,FIDESSECUR,POSTFACH 100516,80079,MUNCHEN,DE,,,,,
231112,VLAAMS RADIO ORKEST,3001 LEUVEN,12,MARTELARENPLEIN,BE,,,,,
231113,ENSEMBLE INTERCONTEMPORAIN,"223, aVENUE jEAN-jAURÉS",75019,PARIS,FR,,,,,
231114,EDIZIONI ETS,"Piazza Carrara, 16-19",56126,PISA,IT,,,,,
231115,CeGes-Centre Gestion l'Édition,B.P. 149,59653,VILLENEUVE D'ASCQ CEDEX,FR,,,,,
231116,UNIVERS.PAUL VALERY - MONTPELLIER I,,0,FRANCA,FR,,,,,
231117,III CONGRESO SEBD 2001,"Plaza José Bergamin, 6",29007,MÁLAGA,ES,,,,,
231118,VITTORIO KLOSTERMANN GmbH,Frauenlobstrasse 22,60487,Frankfurt am Main -,DE,,,,,
231119,EL VISO,350 C/LÓPEZ DE HOYOS,28043,MADRID,ES,34 91 5196576-77,34 91 5196583,edicioneselviso@wanadoo.es,,
231120,MOVIQUENTE,"Casal das Bautas, lote 4 - loja E",2745,QUELUZ,PT,21 436 4070,,,,
231121,BSB - BAYERISCHE  ATAATSBIBLIOTHEK,ZENTRALABTEILUNG,80328,MUNCHEN,DE,,,,,
231122,VIAJES O.K. S.A.,"Ramos Carrion, 5",28002,MADRID,ES,,,,,
231123,"MICROSCOPY, BARCELONA 2001SOC.MICROSCOPIA DE ESPAÑA","c/Solé i Sabarís, 1-3",8028,BARCELONA,ES,,,,,
231124,UNIVERSIDAD MÁLAGA,,0,MÁLAGA,ES,,,,,
231125,WILLIAM FORSYTHE,Untermeinanlage 11,60000,Frunkfurt Main 1,DE,,,,,
231126,"TORRE VIAJES, S.L.","Gran Via, 57 - 3ª I",28013,MADRID,ES,,,,,
231127,AFFAIRISSIMO VOYAGES,61 RUE DE BELLEVILLE,75019,PARIS,FR,,,,,
231128,ARTE & MEMORIA S.L.,"CAMI DE L, EROLA S/N",8275,CALDERS,ES,34938309375,34938309374,comercial@arteymemoria.com,Margarita Payas,
231129,ARIEN-ARTS & MUSIC MANAGEMENT,"DE BOEYSTRAAT 6,",2018,ANTWERPEN,BE,,,,,
231130,TATE GALLERY,MILLBANK,SW1P 4RG,LONDON,GB,1718878986,1718878020,,,
231131,Naoko Kiyama,"Mgr. v.d. Weteringstraat, 132",3581 EN,Utrecht - Holanda,NL,,,,,
231133,INTERNET BOOKSHOP ITALIA,VIA BERGONZOLI 1/5,20127,MILANO,IT,00 39 0228315990,00 39 0228315901,,,
231135,GARCIA DE POU GRUP,"CTRA.DE ROSES. KM 32,9",17485,VILA SACRA (GERONA),ES,-213960560,34972509759,,,
231136,BMW LEASE,"3, AV AMPERE MONTIGNY LE BRETONNEUX",78067,SAINT-QENTIN YVELINES CEDEX,FR,,,,,
231141,LOVE KUSTANNUS OY,"HAMEENTIE, 6 A 4",530,HELSINKI,FI,,,,,
231142,ULTRAMAR EXPRESS,"CONGRESSOS-C/ DIPUTACIÓN, 238 - 3º",8007,BARCELONA,ES,,,,,
231143,SOC. BIOLOGIE CELLULAIRE FRANCEUNIVERSITÉ PARIS VI - 4,Place Jussieu,75252,PARIS Cedex 05,FR,,,,,
231146,MEYVAERT GLASS ENGINEERING NV,DOK NOORD 3,9000,GENT,BE,32092255427,32092243611,,,
231147,MARCIANO,87 MARYLEBONE HIGHT STREET,W1M 3DE,LONDON,GB,,,,,
231148,JOHN WINBIGLER,STUWECKENGASSE 10,1130,VIENNA,AT,,,,,
231149,JEAN AURAY -LUTHIER,"888,ROUTE DE RIOTHIER",69400,VILLEFRANCHE SUR SAONE FRANCE,FR,,,,,
231150,PHIL PARKER LTD,"106A CRAWFORD STREET,LONDON",WIH2HZ,INGLATERRA,GB,,,,,
231151,ASSOCIATION ART POINT M,"60 RUE DE L'ALOUETTE,",59100,ROUBAIX - FRANCE,FR,,,,,
231152,Editions Masson,"120 Boulevard Saint Germain,",75280,PARIS Cedex 06,FR,,,,,
231154,CHRISTOPHER CREEVEYDepartment of BiologyNational University of Ireland,"Maynooth, CO",,KILDARE,IE,,,,,
231155,Michael Rogers,"Flat 2, 3 Bayley Street",WC1B 3HA,LONDON,GB,,,,,
231156,Gérard Maria Lévêque Castello Lopes,"23 Rue Clapeyron,",75008,PARIS,FR,,,,,
231157,ANDRÉS GONZALEZ ALVAREZ,"CASTELLO, 77",28006,MADRID,ES,,,,,
231158,ALFONSO RAMOS RODRíGUEZ,"CALLE SALVADOR DALÍ, Nº 2 - 3º A",6400,BADAJOZ,ES,,,,,
231159,"L´Harmattan, SA",7 rue de l´Ecole Polytechnique,75005,PARIS,FR,,,,,
231160,IMICO,Apartado Nº1286F.D.,28080,MADRID,ES,00 902 101 686,00 902 158 207,,,
231161,VON HEIDUCK,"PRAGS BOULEVARD, 49 E",2300,COPENHAGEN S. - DENMARK,DK,,,,,
231162,EDITIONS L'EUBAGE,Borgnalle 10/e,11100,AOSTA,IT,165230528,,,,
231166,USIT CONNECTIONSTHE TRAVELLIN GENERATION,Rue Vivienne,75002,Paris,FR,,,,,
231167,CABINET ORES,"6 36, rue de St Petersbourg",75008,PARIS,FR,33 01 53211100,33 01 43210888,ores@cabinet-ores.com,,
231168,"NATIONAL PEN, LTD",FINNABAIR INDUSTRIAL PARK,,"DUNDALK, CO.LOUTH",IE,,21 415 43 90,,D.,
231169,SORAT INSEL-HOTEL REGENSBURG,"Müllerstrabe, 7",93059,REGENSBURG,DE,,,,,
231170,UNIVERSIDAD DE MÁLAGA,"AV. DE CERVANTES, 2",29071,MÁLAGA,ES,,,,,
231171,KUHN & BULOW,"Clausewitzstrabe, 7",10629,BERLIN,DE,,,Brigitte.kohn@kuhn-buelow.de,,
231172,TESCO HOUSE,"P.O. Box 18, Delamare Road",EN8 9SL,HERTS,GB,,,,,
231174,ASCON DE NIJS,KAREL DOORMANSTRAAT 445-A,3012 GH,ROTTERDAM,NL,00 31 10 214,,,,
231175,LMC-TRAVEL BV,"KRUISSTRAAT 2,",2011 PX,HAARLEM,NL,,,,,
231176,Assoc Étude Épidemiol Malad Animale,"7 Avenue du Général de Gaule,",94704,MAISONS-ALFORT - FRANCE,FR,,,,,
231177,KONZERTAGENTUR BERTHOLD SELIGER,JUNGSTRABE 4,10247,BERLIM,DE,,,,,
231178,CALICO HOUSE,LONDON,EC1A 4HT,LONDON,GB,,,,,
231179,ACITOUR,WLT-SEDE AMM VA OPERATIVA-VIA EM 39,41100,MODENA - ITÁLIA,IT,,,,,
231180,EDITORA ALMAVIVA,"Kyrkogardsgatan, 5 A",75310,UPPSALA -SUECIA,SE,,,,,
231181,DAVID OWEN,.,10000,.,GB,,,,,
231182,PHILIPPE SCHMITTER,European University Institute,50016,San Domenico di Fiesole - ITALIA,IT,,,,,
231183,CARL BILDT,Villa la Pelouse,1211,GENEVE,CH,,,,,
231184,ALEC STONE SWEET,,OX1 1NF,Oxford,GB,,,,,
231185,BALTAZAR GARZÓN,,28071,MADRID,ES,,,,,
231186,MARIA JOSÉ DE LANCASTRE,"VIA DEI MAGAGNA, 21",56019,VECCHIANO (PISA) ITÁLIA,IT,,,,,
231191,ANNER BYLSMA,"VONDELSTRAAT, 57",1054 GK, AMSTERDAM - HOLANDA,NL,,,,,
231192,AXA Nordstern,Gölsdorfgasse 3/2,1010,WIEN,AT,,,,,
231193,ASSOCIAZIONE MUSICALE ESTENSE,"VIA BARALDI, 47",41100,MODENA - ITALIA,IT,,,,,
231194,BETATECH BVBA,New Yorkstraat 4-6,9000,Gent,BE,3292187198,92187199,info@arasystem.com,,
231195,TOYOHIKO SATOH,"LAAN VAN RUSTENBURG, 28",2271 XT,XT VOORBURG - HOLANDA,NL,,,,,
231196,RELAIS CARRÉ D' OR,"46, Avenue George V",75008,PARIS,FR,,,,,
231197,JOHN STEWART,,60206,COMPIEGNE Cedex,FR,,,,,
231198,JOSE LUIS URIOL,"S CLEMENTE, 22 - 4º Izda",50001,ZARAGOZA,ES,,,,,
231199,GALILI DANCE,AKKERSTRAAT 95 B,9717 KZ,GRONINGEN,NL,31505799441,,,,
231200,BERNHEIM - JEUNE & CIE,"83, FAUBOURG ST HONORE",75008,PARIS,FR,33 1 42666031,33 1 42681021,,,
231201,BROOKS REISBURO,GENTSESTRAAT 77,2587 HL,DEN HAAG,NL,,,,,
231202,PETERS EDITION LTD,10-12 BACHES STREET, N1 6DN,LONDON,GB,00 44 20 7553,,,,
231203,DERRICK BROWN,"WAGENWEG, 26",2012 ND, HAARLEM - THE NETHERLANDS,NL,,,,,
231204,TERO SAARINEN,"38 RUE DE BREST,",69002,LYON - FRANCE,FR,,,,,
231205,ROYAL DUTCH AIRLINES,MUNICH,12345,MUNICH,DE,,,,,
231206,DAVID TOOP,"7 TOPSFIELD ROAD,",N8  8 SN,LONDON - INGLATERRA,GB,,,,,
231211,STOFFEN & FOURNITUREN,NIEUWE HOOGSTRAAT 31,1011 HD,AMSTERDAM,NL,,,,,
231212,POINT SOURCE,Ensign Business Park,SO31 4RF,England,GB,+44(0)2380744500,+44(0)2380744501,,,
231216,GIANLUCA CASCIOLI,STRADA GRIGGI MONTÙ 25,10020,PACETTO TORINESE,IT,,,,,
231217,KONZERTDIREKTION HORTNAGEL,Oranienburg Str.50,10117,BERLIN,DE,,,,,
231218,AGENCE ARTISTIQUE LUDMILA LINCY,35 AVENUE DES CHAMPS ELYSEES,75008,PARIS,FR,,,,,
231219,VALERIA POLISCHOOL OF LIFE SCIENCEWELLCOME TRUST BIOCENTER,"UNIVERSITY OF DUNDEE, DOW STREET",DD1 5EH,DUNDEE,IE,,,,,
231220,VERLAG PHILIPP VON ZABERN GMBH,PHILIPP-VON-ZABERN-PLATZ 1-3,55116,MAINZ,DE,,,,,
231221,CONGRESS VOYAGESUNIV. VICTOR SEGALEN BORDEAUX 1,"146, RUE LÉO-SAIGNAT - CASE 41",33076,BORDEAUX Cedex,FR,,,,,
231222,GLOB' TOURSPARTENAIRE OFFICIEL DE VOS VOYAGES,"33, RUE BOULBONNE",31000,TOULOUSE,FR,,,,,
231223,TUI REISECENTER,,0,GOETTINGEN,DE,,,,,
231224,CECILIA GASDIA,VIALE DELL AREPUBBLICA 29,37126,VERONA,IT,,,,,
231225,MANUELA CUSTER,VIA BUONARROTI 34,28069,TRECATE,IT,,,,,
231226,JUAN JOSÉ LOPERA,AVDA PLA DEL VINYET 1820-CASA 9,8190,BARCELONA - SANT CUGAT DEL VALLES,ES,,,,,
231227,ANGELIN PRELJOCAJ,"3 RUE GOYRAND,",13100,AIX EN PROVENCE - FRANCE,FR,,,,,
231228,PHILIP WOODS,"139 Brookscroft Road / Walthamstow,",E17 4JP,LONDON - UNITED KINGDOM,GB,,,,,
231229,THOMAS EDWARD RUMSBY,Wayside / Heath Lane / Bladon,OX20 1SB,OXFORD - UNITED KINGDOM,GB,,,,,
231230,JOSE MIGUEL LLUNA,"7 Elsinore Road / Forest Hill,",SE23 2SH,LONDON - UNITED KINGDOM,GB,,,,,
231231,THEATERAGENTUR DR. GERMINAL HILBERT,"MAXIMILIANSTRASSE, 22",80539,MUNIQUE,DE,,,,,
231232,LE PAPILLON EUROPE,Lernelerbergweg 19,1101 AJ,Amsterdam,NL,00 31 20 626,,,,
231233,MUNSKSGAAR,"Norre Sograde, P.O.Box 2148 35",1016,Denmark,DK,+45 7733 3333,+45 7733 3377,,,
231234,RAUL MORODO,"Fortuny, 14 - 1º D",28010,Madrid,ES,,,,,
231235,VIAJES IBERIA,,0,LISBOA,ES,,,,,
231236,Museum of Far Eastern Antiquities,Box 16176,10324,Stockholm - SUÉCIA,SE,,,,,
231237,International Numismatic Commission,SPAARNE 16,2011 CH,HAARLEM,NL,,,,,
231241,ASSOCIAZIONE MUS ANTI ANTONIO VERSO,"VIA CATANIA, 3",90141,PALERMO - ITALIA,IT,,,,,
231242,Lambda Viajes,"42 Fuencarral,",28004,Madrid - Espanha,ES,,,,,
231243,LEIDS UNIVERSIT. MEDISCH CENTRUM,"WASSENAARSEWEG, 72",2333 AL,LEIDEN,NL,,,,,
231244,TRAVEL OVERLAND,"FEDELHOEREN, 14",28203,BREMEN,DE,,,,,
231245,WENTWORTH ADVISORS LTD,"101 ONSLOW ROAD, WALTON-ON-THAMES",KT12 5AY,SURREY,GB,,,,,
231246,"ABIMED, ANALYSEN-TECHNIK GMBH",Raiffeisenstr 3,40736,Langenfeld,DE,0 21 73 8905 0,0 21 73 89 05 77,,,
231247,ORESTE ACUTO,Unité d'immunologie Moléculaire,75724,PARIS Cedex 15,FR,,,,,
231248,MANUEL SECA DE OLIVEIRA,Winzerstr. 13,79292,PFAFFENWEILER - ALEMANHA,DE,,,,NÃO TEM E-MAIL,
231249,"IMPERIAL COLLEGEOF SCIENCE, TECHNOL. AND MEDICINE","EXHIBITION ROAD, SOUTH KENSINGTON",SW7 2AZ,LONDON,GB,,,,,
231250,VIAJES TIVOLI,"16 C/ Verónica,",50001,ZARAGOZA,ES,,,,,
231251,CARLSON WAGONLIT TRAVEL,"1, RUE SAINT-LAZARE",95290,DE L'ISLE-ADAM,FR,,,,,
231256,ANTOINE PROST,24 RUE EUDOXE MERCILLE,45000,ORLEANS,FR,,,,,
231257,Éditions Regards,"65 av. des Ahameaux,",91130,RIS-ORANGIS - FRANÇA,FR,,,,,
231261,BERTHOLD TECHNOLOGIES,Calmbacher Str. 22,75323,Bad Wildbad,DE,49 (0)7 081 1,49 (0)7 081 177 536,Nicole.Schappe@BertholdTech.com,,
231266,DANIEL F. CUTLERMCR LAB.FOR MOLECULAR CELL BIOL.,GOWER ST.,WC1E 6BT,LONDON,GB,,,,,
231267,MARIA DE GRAÇA C.RASQUILHO RAPOSOINST.CURIE SECTION R.CNRS UMR 144,12 RUE LHOMOND,75005,PARIS,FR,,,,,
231271,COLD SPRING HARB.LAB.PRESS EUROPEC/O LAVIS MARKETING,"73 LIME WALK, HEADINGTON",OX3 7AD,OXFORD,GB,,,,,
231273,TRAGACANTO ESCENOGRAFIA,"12 Los Álamos,",28864,AJALVIR - MADRID - SPAIN,ES,34918843004,,,,
231274,BTM-BUSINESS TRAVEL MANAGEMENT,4TH FLOOR - BALLANTYNY HOUSE,IV1 1LU,SCOTLAND,GB,,,,,
231275,USIT CAMPUS,53 FORREST ROAD,EH1 2QP,EDINBURGH,GB,,,,,
231276,BRITISH AIRWAYS,P.O.Box 365,UB7 0GB,MIDDLESEX,GB,,,,,
231277,NBBS REISWINKEL,"MEENT, 126",3011 JS,ROTTERDAM,NL,,,,,
231278,kUNSTRANS SPEDITION GMBH,LEBERSTRASSE 20,1100,WIEN,AT,,,,,
231281,"JOHN R. COUCHMANIMPERIAL COLLEGE OF SCIENCE,TECNOLOGY & MEDICINE",SIR ALEXANDER FLEMING BUILDING,SW7 2AZ,LONDON,GB,,,,,
231282,VANIA MARIA MARTIN BRAGACELL & MOL.BIOLOGY SECTIONFACULTY OF MEDICINE - IMPERIAL COL.,SIR ALEXANDER FLEMING BUILDING,SW7 2AZ,LONDON,GB,,,,,
231283,"HINKE A.MULTHAUPTIMPERIAL COLLEGE OF SCIENCE,TECHNOLOGY AND MEDICINE",SIR ALEXANDER FLEMING BUILDING,SW7 2AZ,LONDON,GB,,,,,
231284,KRONOS BUCHVERSAND,REGENSBURGER STRASSE 19,93164,LAABER,DE,,,,,
231286,HOTEL VICTORIA BETRIEBS-GMBH,"EISENBAHNSTRASSE, 54",79098,FREIBURG,DE,,,,,
231287,HOTEL CALIPOLIS,"Nº 2 - 6 AVENIDA SOFIA,",10000,SITGES - ESPANHA,ES,,,,,
231291,LIAISONS MONDIALES,"4, AVENUE FÉLIX FAURE",75015,PARIS,FR,,,,,
231292,ARUNO SRL,VIA B D'ALVIANO 71,20146,MILANO Ml,IT,,,,,
231296,JURGEN KUSSMAUL,MUHLENSTRASSE 10,40668,Meerbusch,DE,,,,,
231297,AOCHP PRODUKTION HB,TRIANGELVÄGHN 4,12123,ENSKEDE,SE,,,,,
231298,DANIELE LEVEQUE,21 RUE DE LA PAIX,0,AIX  EM PORVENCE,FR,,,,,
231299,STUDENTS' UNION SERV. TRAVEL SHOP,"UNION HOUS, UNIV.OF EAST ANGLIA",NR4 7TJ,NORWICH,GB,,,,,
231300,KARIM PAUL MAHMOUD LABIBPATERSON INST.FOR CANCER RESEARCHCHRISTIE HOSPITAL NHS TRUST,WILMSLOW ROAD - WITHINGTON,M20 4BX,MANCHESTER,GB,,,,,
231301,QUIMIGRANEL S.A.,"ORENSE, 34 - 9º",28020,MADRID,ES,,,,,
231302,CELLON S.A.,29 AM BECHLER,7213,BERELDANGE (LUXEMBURGO),LU,00 352 31 23 13,311 052,jc-acciarini.cellon@gms.lu,,
231306,MARK SANSOMLAB.OF MOLECULAR BIOPHYSICSOXFORD UNIVERSITY,SOUTH PARKS ROAD,OX1 3QU,OXFORD,GB,,,,,
231311,TESSA JACKSON - SCULPTURE OBJECTS,"HOLLY HOUSE, 58 EGHAM HIL, EGHAM",TW20 OBG,SURREY,GB,,,,,
231312,VIAJES EL CORTE INGLÉS,"HERMOSILLA, 112",28009,MADRID,ES,93 594 47 66,93 580 56 06,,,
231313,JAN ANDERSSONDEPARTAMENT OF IMMUNOLOGY,STOCKOLM UNIVERSITY,10691,STOCKOLM,SE,,,,,
231314,"Elsevier Science, Ltd",800 P.O.Box,OX5 1DX,OXFORD - ENGLAND,GB,,,,,
231315,NETA publicité,"7, avenue Rachel",75018,Paris,FR,,,,,
231316,SHELTON FLEMING GROUP LIMITED,35 CHELSEA WHARF  LOTS ROND,SW100Q,LONDON,GB,,,,,
231317,SALVATORE VALITUTTIINSERM U395,INSTITUT CLAUDE DE PRÉVAL,31059,TOULOUSE Cedex,FR,,,,,
231318,PAUL PHAROAHCRC SENIOR CLINICAL RESEARCH ANDHON CONSULTANT IN PUBLIC HEALTH,WORTS CAUSEWAY,CB1 8RN,CAMBRIDGE,GB,,,,,
231319,SAMUEL APARICIOUNIVERSITY DEPARTMENT OF ONCOLOGY,HUTCHISON-MRC BUILDING,CB2 2XZ,CAMBRIDGE,GB,,,,,
231320,TONY KOUZARIDESWELCOME / CRC INSTITUTE,TENNIS COURT ROAD,CB2 1QR,CAMBRIDGE,GB,,,,,
231321,ERMANNO GHERARDIGRWTH FACTORS GROUP,MRC CENTRE  -  HILLS ROAD,000 000,CAMBRIDGE,GB,,,,,
231322,CARLOS CALDASRC DEPARTMENT OF ONCOLOGYCANCER GENOMICS PROGRAMHUTCHISON/MRC RESEA.CENTRE LEVEL 3,ADDENBROOKE'S HOSPITAL,CB2 2XZ,CAMBRIDGE,GB,,,,,
231323,CAROLINE PHILIPS MANAGEMENT,"63-65 HIGH STREET - TAILOR HOUSE,",SG4 8AH,WHITWELL -  HERTFORDSHIRE,GB,,,,,
231324,Susan Stronge,21 Cathnor RD,W12 9JD,LONDON,GB,,,,,
231325,Hendrik Lorenzen,"Altonaer Strasse, 28",20357,Hamburgo - Alemanha,DE,,,,,
231326,JACQUES CHATELET CRÉATION LUMIÈRE,LES CHARTAS,9240,LA BASTIDE DE SEROU,FR,,,,,
231327,DANZA & DANZA,"VIALE PREMUDA,  42",20129,MILANO,IT,,,,,
231328,DANCINT TIMES LIMITED,45-47 CLERKENWELL GREEN,EC1R 0EB,LONDON,GB,,,,,
231329,MULTIMEDIA OPTICAL DISK,AV. SALVATELLA 122,8210,BARBERA DEL VALLES,ES,,,,,
231330,"MARK BEAUMONTUNIVERSITY READING, UK",P.O.BOX 228,RG6 6AJ,READING,GB,,,,,
231331,"LOUNES CHIKHIUNIVERSITY COLLEGE, LONDON, UK",GOWER STREET,WC1 6BT,LONDON,GB,,,,,
231332,MONICA GROOP,19 Cressy House - Queens ride,SW13 0HZ,Barnes - London,GB,,,,,
231333,EURO-DIAGNOSTICA B.V.,Beijerinckweg 18,6827 BN,BN Arnhem,NL,+31-26 363 03 64,+31 26 364 51 11,,,
231334,INST.JUAN MARCH ESTUDOS E INVESTIG.,77 Castelló,28006,Madrid,ES,,,,,
231335,FRANCOIS ASCHER,"6, RUE RASPAIL",94200,YVRY,FR,,,,,
231336,AUSTROCONCERT INTERNATIONAL,"ERICH ARTHOLD, GLUCKGASSE 1",1010,WIEN,AT,,,,,
231337,PHILIP STEVENSONDIVISION OF VIROLOG D.OF PATHOLOGY,TENNIS COUR ROAD,CB2 1QP,CAMBRIDGE,GB,,,,,
231338,ROBIN A. WEISSWOHL VIRION CENREWINDEYER INST.OF MEDICAL SCIENCE,UNIVERSITY COLLEGE STREET,W1T 4JF,LONDON,GB,,,,,
